"identifier","entityName","attributeName","attributeLabel","attributeDefinition","attributeUnit","propertyURI","valueURI","viewURL","query_datetime_utc"
"doi:10.5063/F1513WHZ","Coghill_sockeye.csv","R2.4",NA,"number of recruits in 2.4 age class","number",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1513WHZ",2020-10-08 14:24:41
"doi:10.5063/F1513WHZ","Coghill_sockeye.csv","R3.1",NA,"number of recruits in 3.1 age class","number",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1513WHZ",2020-10-08 14:24:41
"doi:10.5063/F1513WHZ","Coghill_sockeye.csv","R3.2",NA,"number of recruits in 3.2 age class","number",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1513WHZ",2020-10-08 14:24:41
"doi:10.5063/F1513WHZ","Coghill_sockeye.csv","R3.3",NA,"number of recruits in 3.3 age class","number",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1513WHZ",2020-10-08 14:24:41
"doi:10.5063/F1513WHZ","Coghill_sockeye.csv","R3.4",NA,"number of recruits in 3.4 age class","number",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1513WHZ",2020-10-08 14:24:41
"doi:10.5063/F1513WHZ","Copper_sockeye.csv","Stock.ID",NA,"Unique stock identifier",NA,NA,NA,"https://search.dataone.org/view/doi:10.5063/F1513WHZ",2020-10-08 14:24:41
"doi:10.5063/F1513WHZ","Copper_sockeye.csv","UseFlag",NA,"Indicates if data should be used in analysis",NA,NA,NA,"https://search.dataone.org/view/doi:10.5063/F1513WHZ",2020-10-08 14:24:41
"doi:10.5063/F1513WHZ","Copper_sockeye.csv","BroodYear",NA,"Brood Year",NA,NA,NA,"https://search.dataone.org/view/doi:10.5063/F1513WHZ",2020-10-08 14:24:41
"doi:10.5063/F1513WHZ","Copper_sockeye.csv","TotalEscapement",NA,"total escapement value","number",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1513WHZ",2020-10-08 14:24:41
"doi:10.5063/F1513WHZ","Copper_sockeye.csv","R0.1",NA,"number of recruits in 0.1 age class","number",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1513WHZ",2020-10-08 14:24:41
"doi:10.5063/F1513WHZ","Copper_sockeye.csv","R0.2",NA,"number of recruits in 0.2 age class","number",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1513WHZ",2020-10-08 14:24:41
"doi:10.5063/F1513WHZ","Copper_sockeye.csv","R0.3",NA,"number of recruits in 0.3 age class","number",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1513WHZ",2020-10-08 14:24:41
"doi:10.5063/F1513WHZ","Copper_sockeye.csv","R0.4",NA,"number of recruits in 0.4 age class","number",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1513WHZ",2020-10-08 14:24:41
"doi:10.5063/F1513WHZ","Copper_sockeye.csv","R0.5",NA,"number of recruits in 0.5 age class","number",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1513WHZ",2020-10-08 14:24:41
"doi:10.5063/F1513WHZ","Copper_sockeye.csv","R1.1",NA,"number of recruits in 1.1 age class","number",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1513WHZ",2020-10-08 14:24:41
"doi:10.5063/F1513WHZ","Copper_sockeye.csv","R1.2",NA,"number of recruits in 1.2 age class","number",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1513WHZ",2020-10-08 14:24:41
"doi:10.5063/F1513WHZ","Copper_sockeye.csv","R1.3",NA,"number of recruits in 1.3 age class","number",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1513WHZ",2020-10-08 14:24:41
"doi:10.5063/F1513WHZ","Copper_sockeye.csv","R1.4",NA,"number of recruits in 1.4 age class","number",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1513WHZ",2020-10-08 14:24:41
"doi:10.5063/F1513WHZ","Copper_sockeye.csv","R1.5",NA,"number of recruits in 1.5 age class","number",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1513WHZ",2020-10-08 14:24:41
"doi:10.5063/F1513WHZ","Copper_sockeye.csv","R2.1",NA,"number of recruits in 2.1 age class","number",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1513WHZ",2020-10-08 14:24:41
"doi:10.5063/F1513WHZ","Copper_sockeye.csv","R2.2",NA,"number of recruits in 2.2 age class","number",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1513WHZ",2020-10-08 14:24:41
"doi:10.5063/F1513WHZ","Copper_sockeye.csv","R2.3",NA,"number of recruits in 2.3 age class","number",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1513WHZ",2020-10-08 14:24:41
"doi:10.5063/F1513WHZ","Copper_sockeye.csv","R2.4",NA,"number of recruits in 2.4 age class","number",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1513WHZ",2020-10-08 14:24:41
"doi:10.5063/F1513WHZ","Copper_sockeye.csv","R3.1",NA,"number of recruits in 3.1 age class","number",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1513WHZ",2020-10-08 14:24:41
"doi:10.5063/F1513WHZ","Copper_sockeye.csv","R3.2",NA,"number of recruits in 3.2 age class","number",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1513WHZ",2020-10-08 14:24:41
"doi:10.5063/F1513WHZ","Copper_sockeye.csv","R3.3",NA,"number of recruits in 3.3 age class","number",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1513WHZ",2020-10-08 14:24:41
"doi:10.5063/F1513WHZ","Copper_sockeye.csv","R3.4",NA,"number of recruits in 3.4 age class","number",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1513WHZ",2020-10-08 14:24:41
"doi:10.5063/F1513WHZ","Eshamy_sockeye.csv","Stock.ID",NA,"Unique stock identifier",NA,NA,NA,"https://search.dataone.org/view/doi:10.5063/F1513WHZ",2020-10-08 14:24:41
"doi:10.5063/F1513WHZ","Eshamy_sockeye.csv","UseFlag",NA,"Indicates if data should be used in analysis",NA,NA,NA,"https://search.dataone.org/view/doi:10.5063/F1513WHZ",2020-10-08 14:24:41
"doi:10.5063/F1513WHZ","Eshamy_sockeye.csv","BroodYear",NA,"Brood Year",NA,NA,NA,"https://search.dataone.org/view/doi:10.5063/F1513WHZ",2020-10-08 14:24:41
"doi:10.5063/F1513WHZ","Eshamy_sockeye.csv","TotalEscapement",NA,"total escapement value","number",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1513WHZ",2020-10-08 14:24:41
"doi:10.5063/F1513WHZ","Eshamy_sockeye.csv","R0.1",NA,"number of recruits in 0.1 age class","number",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1513WHZ",2020-10-08 14:24:41
"doi:10.5063/F1513WHZ","Eshamy_sockeye.csv","R0.2",NA,"number of recruits in 0.2 age class","number",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1513WHZ",2020-10-08 14:24:41
"doi:10.5063/F1513WHZ","Eshamy_sockeye.csv","R0.3",NA,"number of recruits in 0.3 age class","number",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1513WHZ",2020-10-08 14:24:41
"doi:10.5063/F1513WHZ","Eshamy_sockeye.csv","R0.4",NA,"number of recruits in 0.4 age class","number",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1513WHZ",2020-10-08 14:24:41
"doi:10.5063/F1513WHZ","Eshamy_sockeye.csv","R0.5",NA,"number of recruits in 0.5 age class","number",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1513WHZ",2020-10-08 14:24:41
"doi:10.5063/F1513WHZ","Eshamy_sockeye.csv","R1.1",NA,"number of recruits in 1.1 age class","number",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1513WHZ",2020-10-08 14:24:41
"doi:10.5063/F1513WHZ","Eshamy_sockeye.csv","R1.2",NA,"number of recruits in 1.2 age class","number",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1513WHZ",2020-10-08 14:24:41
"doi:10.5063/F1513WHZ","Eshamy_sockeye.csv","R1.3",NA,"number of recruits in 1.3 age class","number",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1513WHZ",2020-10-08 14:24:41
"doi:10.5063/F1513WHZ","Eshamy_sockeye.csv","R1.4",NA,"number of recruits in 1.4 age class","number",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1513WHZ",2020-10-08 14:24:41
"doi:10.5063/F1513WHZ","Eshamy_sockeye.csv","R1.5",NA,"number of recruits in 1.5 age class","number",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1513WHZ",2020-10-08 14:24:41
"doi:10.5063/F1513WHZ","Eshamy_sockeye.csv","R2.1",NA,"number of recruits in 2.1 age class","number",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1513WHZ",2020-10-08 14:24:41
"doi:10.5063/F1513WHZ","Eshamy_sockeye.csv","R2.2",NA,"number of recruits in 2.2 age class","number",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1513WHZ",2020-10-08 14:24:41
"doi:10.5063/F1513WHZ","Eshamy_sockeye.csv","R2.3",NA,"number of recruits in 2.3 age class","number",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1513WHZ",2020-10-08 14:24:41
"doi:10.5063/F1513WHZ","Eshamy_sockeye.csv","R2.4",NA,"number of recruits in 2.4 age class","number",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1513WHZ",2020-10-08 14:24:41
"doi:10.5063/F1513WHZ","Eshamy_sockeye.csv","R3.1",NA,"number of recruits in 3.1 age class","number",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1513WHZ",2020-10-08 14:24:41
"doi:10.5063/F1513WHZ","Eshamy_sockeye.csv","R3.2",NA,"number of recruits in 3.2 age class","number",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1513WHZ",2020-10-08 14:24:41
"doi:10.5063/F1513WHZ","Eshamy_sockeye.csv","R3.3",NA,"number of recruits in 3.3 age class","number",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1513WHZ",2020-10-08 14:24:41
"doi:10.5063/F1513WHZ","Eshamy_sockeye.csv","R3.4",NA,"number of recruits in 3.4 age class","number",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1513WHZ",2020-10-08 14:24:41
"doi:10.5063/F1513WHZ","Redoubt_sockeye.csv","Stock.ID",NA,"Unique stock identifier",NA,NA,NA,"https://search.dataone.org/view/doi:10.5063/F1513WHZ",2020-10-08 14:24:41
"doi:10.5063/F1513WHZ","Redoubt_sockeye.csv","UseFlag",NA,"Indicates if data should be used in analysis",NA,NA,NA,"https://search.dataone.org/view/doi:10.5063/F1513WHZ",2020-10-08 14:24:41
"doi:10.5063/F1513WHZ","Redoubt_sockeye.csv","BroodYear",NA,"Brood Year",NA,NA,NA,"https://search.dataone.org/view/doi:10.5063/F1513WHZ",2020-10-08 14:24:41
"doi:10.5063/F1513WHZ","Redoubt_sockeye.csv","TotalEscapement",NA,"total escapement value","number",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1513WHZ",2020-10-08 14:24:41
"doi:10.5063/F1513WHZ","Redoubt_sockeye.csv","R0.1",NA,"number of recruits in 0.1 age class","number",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1513WHZ",2020-10-08 14:24:41
"doi:10.5063/F1513WHZ","Redoubt_sockeye.csv","R0.2",NA,"number of recruits in 0.2 age class","number",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1513WHZ",2020-10-08 14:24:41
"doi:10.5063/F1513WHZ","Redoubt_sockeye.csv","R0.3",NA,"number of recruits in 0.3 age class","number",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1513WHZ",2020-10-08 14:24:41
"doi:10.5063/F1513WHZ","Redoubt_sockeye.csv","R0.4",NA,"number of recruits in 0.4 age class","number",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1513WHZ",2020-10-08 14:24:41
"doi:10.5063/F1513WHZ","Redoubt_sockeye.csv","R0.5",NA,"number of recruits in 0.5 age class","number",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1513WHZ",2020-10-08 14:24:41
"doi:10.5063/F1513WHZ","Redoubt_sockeye.csv","R1.1",NA,"number of recruits in 1.1 age class","number",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1513WHZ",2020-10-08 14:24:41
"doi:10.5063/F1513WHZ","Redoubt_sockeye.csv","R1.2",NA,"number of recruits in 1.2 age class","number",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1513WHZ",2020-10-08 14:24:41
"doi:10.5063/F1513WHZ","Redoubt_sockeye.csv","R1.3",NA,"number of recruits in 1.3 age class","number",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1513WHZ",2020-10-08 14:24:41
"doi:10.5063/F1513WHZ","Redoubt_sockeye.csv","R1.4",NA,"number of recruits in 1.4 age class","number",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1513WHZ",2020-10-08 14:24:41
"doi:10.5063/F1513WHZ","Redoubt_sockeye.csv","R1.5",NA,"number of recruits in 1.5 age class","number",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1513WHZ",2020-10-08 14:24:41
"doi:10.5063/F1513WHZ","Redoubt_sockeye.csv","R2.1",NA,"number of recruits in 2.1 age class","number",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1513WHZ",2020-10-08 14:24:41
"doi:10.5063/F1513WHZ","Redoubt_sockeye.csv","R2.2",NA,"number of recruits in 2.2 age class","number",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1513WHZ",2020-10-08 14:24:41
"doi:10.5063/F1513WHZ","Redoubt_sockeye.csv","R2.3",NA,"number of recruits in 2.3 age class","number",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1513WHZ",2020-10-08 14:24:41
"doi:10.5063/F1513WHZ","Redoubt_sockeye.csv","R2.4",NA,"number of recruits in 2.4 age class","number",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1513WHZ",2020-10-08 14:24:41
"doi:10.5063/F1513WHZ","Redoubt_sockeye.csv","R3.1",NA,"number of recruits in 3.1 age class","number",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1513WHZ",2020-10-08 14:24:41
"doi:10.5063/F1513WHZ","Redoubt_sockeye.csv","R3.2",NA,"number of recruits in 3.2 age class","number",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1513WHZ",2020-10-08 14:24:41
"doi:10.5063/F1513WHZ","Redoubt_sockeye.csv","R3.3",NA,"number of recruits in 3.3 age class","number",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1513WHZ",2020-10-08 14:24:41
"doi:10.5063/F1513WHZ","Redoubt_sockeye.csv","R3.4",NA,"number of recruits in 3.4 age class","number",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1513WHZ",2020-10-08 14:24:41
"doi:10.5063/F1513WHZ","Speel_sockeye.csv","Stock.ID",NA,"Unique stock identifier",NA,NA,NA,"https://search.dataone.org/view/doi:10.5063/F1513WHZ",2020-10-08 14:24:41
"doi:10.5063/F1513WHZ","Speel_sockeye.csv","UseFlag",NA,"Indicates if data should be used in analysis",NA,NA,NA,"https://search.dataone.org/view/doi:10.5063/F1513WHZ",2020-10-08 14:24:41
"doi:10.5063/F1513WHZ","Speel_sockeye.csv","BroodYear",NA,"Brood Year",NA,NA,NA,"https://search.dataone.org/view/doi:10.5063/F1513WHZ",2020-10-08 14:24:41
"doi:10.5063/F1513WHZ","Speel_sockeye.csv","TotalEscapement",NA,"total escapement value","number",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1513WHZ",2020-10-08 14:24:41
"doi:10.5063/F1513WHZ","Speel_sockeye.csv","R0.1",NA,"number of recruits in 0.1 age class","number",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1513WHZ",2020-10-08 14:24:41
"doi:10.5063/F1513WHZ","Speel_sockeye.csv","R0.2",NA,"number of recruits in 0.2 age class","number",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1513WHZ",2020-10-08 14:24:41
"doi:10.5063/F1513WHZ","Speel_sockeye.csv","R0.3",NA,"number of recruits in 0.3 age class","number",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1513WHZ",2020-10-08 14:24:41
"doi:10.5063/F1513WHZ","Speel_sockeye.csv","R0.4",NA,"number of recruits in 0.4 age class","number",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1513WHZ",2020-10-08 14:24:41
"doi:10.5063/F1513WHZ","Speel_sockeye.csv","R0.5",NA,"number of recruits in 0.5 age class","number",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1513WHZ",2020-10-08 14:24:41
"doi:10.5063/F1513WHZ","Speel_sockeye.csv","R1.1",NA,"number of recruits in 1.1 age class","number",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1513WHZ",2020-10-08 14:24:41
"doi:10.5063/F1513WHZ","Speel_sockeye.csv","R1.2",NA,"number of recruits in 1.2 age class","number",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1513WHZ",2020-10-08 14:24:41
"doi:10.5063/F1513WHZ","Speel_sockeye.csv","R1.3",NA,"number of recruits in 1.3 age class","number",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1513WHZ",2020-10-08 14:24:41
"doi:10.5063/F1513WHZ","Speel_sockeye.csv","R1.4",NA,"number of recruits in 1.4 age class","number",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1513WHZ",2020-10-08 14:24:41
"doi:10.5063/F1513WHZ","Speel_sockeye.csv","R1.5",NA,"number of recruits in 1.5 age class","number",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1513WHZ",2020-10-08 14:24:41
"doi:10.5063/F1513WHZ","Speel_sockeye.csv","R2.1",NA,"number of recruits in 2.1 age class","number",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1513WHZ",2020-10-08 14:24:41
"doi:10.5063/F1513WHZ","Speel_sockeye.csv","R2.2",NA,"number of recruits in 2.2 age class","number",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1513WHZ",2020-10-08 14:24:41
"doi:10.5063/F1513WHZ","Speel_sockeye.csv","R2.3",NA,"number of recruits in 2.3 age class","number",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1513WHZ",2020-10-08 14:24:41
"doi:10.5063/F1513WHZ","Speel_sockeye.csv","R2.4",NA,"number of recruits in 2.4 age class","number",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1513WHZ",2020-10-08 14:24:41
"doi:10.5063/F1513WHZ","Speel_sockeye.csv","R3.1",NA,"number of recruits in 3.1 age class","number",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1513WHZ",2020-10-08 14:24:41
"doi:10.5063/F1513WHZ","Speel_sockeye.csv","R3.2",NA,"number of recruits in 3.2 age class","number",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1513WHZ",2020-10-08 14:24:41
"doi:10.5063/F1513WHZ","Speel_sockeye.csv","R3.3",NA,"number of recruits in 3.3 age class","number",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1513WHZ",2020-10-08 14:24:41
"doi:10.5063/F1513WHZ","Speel_sockeye.csv","R3.4",NA,"number of recruits in 3.4 age class","number",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1513WHZ",2020-10-08 14:24:41
"doi:10.5063/F1542KVC","HighSeas_tag_recovery_database.csv","RecordNo",NA,"Record number",NA,NA,NA,"https://search.dataone.org/view/doi:10.5063/F1542KVC",2020-10-08 14:24:41
"doi:10.5063/F1542KVC","HighSeas_tag_recovery_database.csv","TagType1",NA,"Tag type and color of primary tag",NA,NA,NA,"https://search.dataone.org/view/doi:10.5063/F1542KVC",2020-10-08 14:24:41
"doi:10.5063/F1542KVC","HighSeas_tag_recovery_database.csv","TagNo1",NA,"First tag number",NA,NA,NA,"https://search.dataone.org/view/doi:10.5063/F1542KVC",2020-10-08 14:24:41
"doi:10.5063/F1542KVC","HighSeas_tag_recovery_database.csv","TagType2",NA,"Tag type and color of secondary tag (if used)",NA,NA,NA,"https://search.dataone.org/view/doi:10.5063/F1542KVC",2020-10-08 14:24:41
"doi:10.5063/F1542KVC","HighSeas_tag_recovery_database.csv","TagNo2",NA,"Second tag number",NA,NA,NA,"https://search.dataone.org/view/doi:10.5063/F1542KVC",2020-10-08 14:24:41
"doi:10.5063/F1542KVC","HighSeas_tag_recovery_database.csv","TagType3",NA,"Tag type and color of tertiary tag (if used)",NA,NA,NA,"https://search.dataone.org/view/doi:10.5063/F1542KVC",2020-10-08 14:24:41
"doi:10.5063/F1542KVC","HighSeas_tag_recovery_database.csv","TagNo3",NA,"Third tag number",NA,NA,NA,"https://search.dataone.org/view/doi:10.5063/F1542KVC",2020-10-08 14:24:41
"doi:10.5063/F1542KVC","HighSeas_tag_recovery_database.csv","DSTNo",NA,"Data storage tag number (if used) ",NA,NA,NA,"https://search.dataone.org/view/doi:10.5063/F1542KVC",2020-10-08 14:24:41
"doi:10.5063/F1542KVC","HighSeas_tag_recovery_database.csv","DSTTask",NA,"Onboard sensors measuring environmental conditions on the data storage tag (DST)",NA,NA,NA,"https://search.dataone.org/view/doi:10.5063/F1542KVC",2020-10-08 14:24:41
"doi:10.5063/F1542KVC","HighSeas_tag_recovery_database.csv","RelAgency",NA,"Agency that released tagged fish",NA,NA,NA,"https://search.dataone.org/view/doi:10.5063/F1542KVC",2020-10-08 14:24:41
"doi:10.5063/F1542KVC","HighSeas_tag_recovery_database.csv","SpeciesNo",NA,"Species code of the tagged fish",NA,NA,NA,"https://search.dataone.org/view/doi:10.5063/F1542KVC",2020-10-08 14:24:41
"doi:10.5063/F1542KVC","HighSeas_tag_recovery_database.csv","Species",NA,"Species of the tagged fish",NA,NA,NA,"https://search.dataone.org/view/doi:10.5063/F1542KVC",2020-10-08 14:24:41
"doi:10.5063/F1542KVC","HighSeas_tag_recovery_database.csv","RelMonth",NA,"Month of release ",NA,NA,NA,"https://search.dataone.org/view/doi:10.5063/F1542KVC",2020-10-08 14:24:41
"doi:10.5063/F1542KVC","HighSeas_tag_recovery_database.csv","RelDay",NA,"Day of release (date applying to east of dateline)",NA,NA,NA,"https://search.dataone.org/view/doi:10.5063/F1542KVC",2020-10-08 14:24:41
"doi:10.5063/F1542KVC","HighSeas_tag_recovery_database.csv","RelYear",NA,"Year of release (date applying to east of dateline)",NA,NA,NA,"https://search.dataone.org/view/doi:10.5063/F1542KVC",2020-10-08 14:24:41
"doi:10.5063/F1542KVC","HighSeas_tag_recovery_database.csv","Rel2x5Area",NA,"INPFC 2 degree by 5 degree statistical area",NA,NA,NA,"https://search.dataone.org/view/doi:10.5063/F1542KVC",2020-10-08 14:24:41
"doi:10.5063/F1542KVC","HighSeas_tag_recovery_database.csv","RelLongDeg",NA,"Longitude degrees at release","degree",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1542KVC",2020-10-08 14:24:41
"doi:10.5063/F1542KVC","HighSeas_tag_recovery_database.csv","RelLongMin",NA,"Longitude minutes at release","degree",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1542KVC",2020-10-08 14:24:41
"doi:10.5063/F1542KVC","HighSeas_tag_recovery_database.csv","RelHem",NA,"Release Hemisphere",NA,NA,NA,"https://search.dataone.org/view/doi:10.5063/F1542KVC",2020-10-08 14:24:41
"doi:10.5063/F1542KVC","HighSeas_tag_recovery_database.csv","RelLatDeg",NA,"Latitude degrees at release","degree",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1542KVC",2020-10-08 14:24:41
"doi:10.5063/F1542KVC","HighSeas_tag_recovery_database.csv","RelLatMin",NA,"Latitude minutes at release","degree",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1542KVC",2020-10-08 14:24:41
"doi:10.5063/F1542KVC","HighSeas_tag_recovery_database.csv","RelLongDec",NA,"Release longitude","degree",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1542KVC",2020-10-08 14:24:41
"doi:10.5063/F1542KVC","HighSeas_tag_recovery_database.csv","RelLongDecDir",NA,"Release longitude and direction; degrees progressing westward from 0 degree longitude (in the W hemisphere) are negative; degrees progressing eastward from 0 degree longitude (in the E hemisphere) are positive","degree",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1542KVC",2020-10-08 14:24:41
"doi:10.5063/F1542KVC","HighSeas_tag_recovery_database.csv","RelLongDec360",NA,"360 degree release longitude","degree",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1542KVC",2020-10-08 14:24:41
"doi:10.5063/F1542KVC","HighSeas_tag_recovery_database.csv","RelLongDec360Neg",NA,"360 degree release negative longitude","degree",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1542KVC",2020-10-08 14:24:41
"doi:10.5063/F1542KVC","HighSeas_tag_recovery_database.csv","RelLatDec",NA,"Release latitude","degree",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1542KVC",2020-10-08 14:24:41
"doi:10.5063/F1542KVC","HighSeas_tag_recovery_database.csv","RelSetNo",NA,"Release vessel or operation code and set number combined",NA,NA,NA,"https://search.dataone.org/view/doi:10.5063/F1542KVC",2020-10-08 14:24:41
"doi:10.5063/F1542KVC","HighSeas_tag_recovery_database.csv","RelGear",NA,"Code for gear used to catch fish for tagging",NA,NA,NA,"https://search.dataone.org/view/doi:10.5063/F1542KVC",2020-10-08 14:24:41
"doi:10.5063/F1542KVC","HighSeas_tag_recovery_database.csv","RelFishDir",NA,"Direction of movement of fish; only FRI data, blank in CDFO, FAJ, and ADFG data",NA,NA,NA,"https://search.dataone.org/view/doi:10.5063/F1542KVC",2020-10-08 14:24:41
"doi:10.5063/F1542KVC","HighSeas_tag_recovery_database.csv","RelBisect",NA,"Release 2 degree by 5 degree statistical areas that are bisected by Aleutian or Kurile Islands; for tagging on Pacific side",NA,NA,NA,"https://search.dataone.org/view/doi:10.5063/F1542KVC",2020-10-08 14:24:41
"doi:10.5063/F1542KVC","HighSeas_tag_recovery_database.csv","RelADFG",NA,"ADFG offshore index station number",NA,NA,NA,"https://search.dataone.org/view/doi:10.5063/F1542KVC",2020-10-08 14:24:41
"doi:10.5063/F1542KVC","HighSeas_tag_recovery_database.csv","RelLength",NA,"Length at release, in millimeters","millimeter",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1542KVC",2020-10-08 14:24:41
"doi:10.5063/F1542KVC","HighSeas_tag_recovery_database.csv","RelCondition",NA,"Condition at release",NA,NA,NA,"https://search.dataone.org/view/doi:10.5063/F1542KVC",2020-10-08 14:24:41
"doi:10.5063/F1542KVC","HighSeas_tag_recovery_database.csv","RelScaleNo",NA,"Code for scale sample collected at release. ",NA,NA,NA,"https://search.dataone.org/view/doi:10.5063/F1542KVC",2020-10-08 14:24:41
"doi:10.5063/F1542KVC","HighSeas_tag_recovery_database.csv","RelAge",NA,"Age at release determined from a scale sample",NA,NA,NA,"https://search.dataone.org/view/doi:10.5063/F1542KVC",2020-10-08 14:24:41
"doi:10.5063/F1542KVC","HighSeas_tag_recovery_database.csv","RelFWAnnuli",NA,"Number of freshwater annuli on the scale at release","number",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1542KVC",2020-10-08 14:24:41
"doi:10.5063/F1542KVC","HighSeas_tag_recovery_database.csv","RelSWAnnuli",NA,"Number of saltwater annuli on the scale at release","number",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1542KVC",2020-10-08 14:24:41
"doi:10.5063/F1542KVC","HighSeas_tag_recovery_database.csv","RecMonth",NA,"Month of recovery (date applying to east of dateline)",NA,NA,NA,"https://search.dataone.org/view/doi:10.5063/F1542KVC",2020-10-08 14:24:41
"doi:10.5063/F1542KVC","HighSeas_tag_recovery_database.csv","RecDay",NA,"Day of recovery (date applying to east of dateline)",NA,NA,NA,"https://search.dataone.org/view/doi:10.5063/F1542KVC",2020-10-08 14:24:41
"doi:10.5063/F1542KVC","HighSeas_tag_recovery_database.csv","RecYear",NA,"Year of recovery (date applying to east of dateline)",NA,NA,NA,"https://search.dataone.org/view/doi:10.5063/F1542KVC",2020-10-08 14:24:41
